dt,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт
2019-10-03,-19.399999999999977,2290000.0,3680.0,12660000.0,-2.5,11600000.0,0.0,0.37290000000000134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-04,-5.400000000000091,1440000.0,3700.0,-6990000.0,-2.1200000000000045,8520000.0,0.0,-0.30869999999998754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-07,3.2000000000000455,1590000.0,3700.0,-7670000.0,-0.46000000000000796,8410000.0,0.0,0.0,-1125.0,0.0,-863.0,-438.0,-293.0,3.0,-10.0,-1075.0,3.0,1.0,2.0,-5.0,-13.0,-525.0,-566.0,3.0,-775.0,-625.0,-318.0,-1350.0,0.0,-1250.0,4125.0,-1100.0,8.0,-1775.0,0.0,-502.0,-1625.0,2.0,-1010.0,-500.0,-2.5,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-08,-1.2000000000000455,1530000.0,3702.0,-2870000.0,0.160000000000025,6700000.0,0.0,-0.30530000000000257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-09,-5.7999999999999545,1020000.0,3653.0,5150000.0,-3.5800000000000125,7520000.0,0.0,0.041299999999992565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-10,21.0,983000.0,3729.0,1360000.0,2.9399999999999977,5510000.0,0.0,0.23040000000000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-11,-0.6000000000000227,1150000.0,3761.0,11140000.0,-0.9000000000000057,4010000.0,0.0,-0.35599999999999454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,-12.399999999999977,693820.0,3662.0,-9980000.0,-0.9799999999999898,5110000.0,0.0,0.0,0.0,8.0,-533.0,87.0,-473.0,-1.0,-2.5,0.0,-1.0,7.0,10.0,-5.0,-3.0,0.0,-311.0,-1.0,0.0,0.0,-173.0,0.0,-20.0,0.0,4125.0,0.0,2.0,0.0,0.0,-461.0,0.0,6.0,0.0,0.0,-12.5,-10.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-15,-9.600000000000023,1710000.0,3620.0,1470000.0,-3.5400000000000063,10400000.0,0.0,-0.37640000000000384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-16,15.600000000000023,1110000.0,3698.0,-3420000.0,3.0400000000000063,5640000.0,0.0,-0.1103999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-17,7.0,1050000.0,3720.0,-1980000.0,0.8400000000000034,4290000.0,0.0,0.09069999999999823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-18,-13.0,2420000.0,3656.0,-730000.0,-0.5999999999999943,5070000.0,0.0,-0.3311000000000064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-21,-10.0,1290000.0,3599.0,230000.0,-2.200000000000017,6410000.0,0.0,0.0,0.0,9.0,-47.0,-75.0,-106.0,-5.0,2.5,0.0,-5.0,10.0,6.0,5.0,0.0,0.0,-234.0,-5.0,0.0,0.0,-108.0,0.0,0.0,0.0,4125.0,0.0,4.0,0.0,10.0,-437.0,0.0,8.0,0.0,0.0,7.5,2.5,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-22,7.0,1110000.0,3682.0,1910000.0,0.020000000000010232,5220000.0,0.0,-0.25379999999999825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-23,-2.0,1010000.0,3630.0,1320000.0,-0.6200000000000045,5790000.0,0.0,-0.12699999999999534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-24,1.2000000000000455,975290.0,3620.0,-2130000.0,-1.0,7560000.0,0.0,0.16610000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,1.1999999999999318,1150000.0,3555.0,2880000.0,-1.5799999999999983,9690000.0,0.0,0.06029999999999802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,0.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0
2019-10-28,7.600000000000023,1380000.0,3617.0,-1310000.0,1.039999999999992,5690000.0,-0.5,0.0,0.0,9.0,17.0,-365.0,-74.0,-1.0,3.5,0.0,0.0,12.0,10.0,5.0,6.0,0.0,-125.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,4125.0,0.0,-2.0,0.0,10.0,-95.0,0.0,9.0,0.0,0.0,12.0,2.5,-1890.0,4040.0,-833.0,46.0,57.0,-30.0,0.0,-5.0,0.0,0.0
2019-10-29,17.399999999999977,1210000.0,3730.0,390000.0,4.739999999999995,8660000.0,0.0,0.00999999999999801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-10-30,-8.399999999999977,1100000.0,3690.0,-560000.0,-1.6999999999999886,4510000.0,0.0,-0.0379999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-10-31,-12.799999999999955,1290000.0,3653.0,15980000.0,-2.4599999999999937,7910000.0,0.0,0.041399999999995885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,-0.14000000000000057,-0.17999999999999972
2019-11-01,11.0,631550.0,3707.0,-18630000.0,1.0999999999999943,5160000.0,0.0,-0.09859999999999758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-04,0.0,631550.0,3707.0,0.0,0.0,5160000.0,0.0,0.0,0.0,5.0,164.0,-1542.0,-142.0,-2.0,3.5,0.0,0.0,2.0,5.0,0.0,10.0,0.0,-727.0,-3.0,0.0,0.0,-294.0,0.0,5.0,0.0,4125.0,0.0,-6.0,0.0,2.5,-992.0,0.0,5.0,0.0,0.0,3.0,4.5,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,20.799999999999955,1560000.0,3728.0,640000.0,2.8800000000000097,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,9.600000000000023,1620000.0,3849.0,5160000.0,2.1799999999999784,8400000.0,0.0,-0.5268000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,7.600000000000023,1810000.0,3924.0,4610000.0,2.0200000000000102,8790000.0,0.0,0.3400000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,-21.600000000000023,2350000.0,3859.0,-8370000.0,-2.180000000000007,6210000.0,0.0,0.14179999999999637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,-14.600000000000023,1910000.0,3810.0,700000.0,-2.0999999999999943,5460000.0,0.0,0.0,225.0,8.0,283.0,121.0,-271.0,-3.0,7.0,0.0,-1.0,8.0,6.0,5.0,7.0,-25.0,288.0,-1.0,0.0,0.0,-176.0,0.0,8.0,-15.0,3925.0,0.0,-10.0,-75.0,5.0,-87.0,0.0,5.0,0.0,0.0,2.5,2.5,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,5.0,1400000.0,3860.0,-150000.0,0.36000000000001364,3700000.0,0.0,0.182300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,-10.200000000000045,1280000.0,3833.0,590000.0,-0.10000000000002274,3990000.0,0.0,-0.05910000000000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,-9.0,1660000.0,3720.0,13140000.0,-3.259999999999991,7800000.0,0.0,0.34790000000000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-15,0.6000000000000227,1060000.0,3798.0,-13240000.0,0.7000000000000028,4460000.0,0.0,0.00919999999999277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,2.6000000000000227,1270000.0,3794.0,-360000.0,0.0799999999999983,4680000.0,0.0,0.0,0.0,2.0,-232.0,-213.0,54.0,0.0,-1.5,0.0,3.0,2.0,2.0,0.0,5.0,0.0,94.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,3925.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,20.600000000000023,1940000.0,3832.0,-3030000.0,1.8600000000000136,5150000.0,0.0,-0.45589999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,-1.6000000000000227,1200000.0,3835.0,1970000.0,-0.3200000000000216,3350000.0,0.0,0.018800000000005923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,-7.399999999999977,1240000.0,3788.0,-2220000.0,-1.779999999999987,5670000.0,0.0,0.2482999999999933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,6.199999999999932,886850.0,3825.0,-230000.0,1.3399999999999892,3540000.0,0.0,-0.17829999999999302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,15.200000000000045,1660000.0,3888.0,1950000.0,3.0800000000000125,5450000.0,0.0,0.0,0.0,-1.0,150.0,-696.0,274.0,4.0,7.5,0.0,2.5,4.0,2.0,10.0,5.0,0.0,277.0,4.0,0.0,0.0,387.0,0.0,3.0,0.0,3925.0,0.0,-2.0,0.0,5.0,46.0,0.0,1.0,0.0,0.0,3.5,8.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,-7.399999999999977,2550000.0,3865.0,8660000.0,-2.719999999999999,11580000.0,0.0,-0.07930000000000348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,1.6000000000000227,798350.0,3863.0,-9500000.0,-0.38000000000000966,4700000.0,0.0,0.26019999999999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,-3.400000000000091,838130.0,3904.0,200000.0,0.5000000000000142,3480000.0,0.0,-0.05169999999999675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,0.20000000000004547,1730000.0,3898.0,3740000.0,1.1199999999999761,3450000.0,0.0,0.12829999999999586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,-23.0,2000000.0,3944.0,-2930000.0,2.1000000000000227,12200000.0,0.0,0.0,0.0,6.0,392.0,607.0,206.0,2.0,5.0,0.0,0.0,-1.0,4.0,5.0,0.0,0.0,375.0,2.0,0.0,0.0,270.0,0.0,1.0,0.0,3925.0,0.0,2.0,0.0,5.0,602.0,0.0,4.0,0.0,0.0,3.5,5.0,-98.0,3998.0,-155.0,44.0,60.0,-2.0,0.0,-1.5,0.0,0.0
2019-12-03,-10.399999999999977,1270000.0,3816.0,6860000.0,-3.480000000000018,10870000.0,0.0,0.30920000000000414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,0.7999999999999545,965420.0,3810.0,-3050000.0,0.8200000000000216,3300000.0,0.0,-0.26959999999999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,5.399999999999977,992260.0,3876.0,1240000.0,2.9399999999999977,10990000.0,0.0,0.05469999999999686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,2.2000000000000455,627740.0,3906.0,-3890000.0,1.1999999999999886,5360000.0,0.0,-0.3813000000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,8.600000000000023,775750.0,3925.0,-2640000.0,-0.1599999999999966,4110000.0,0.0,0.0,0.0,15.0,247.0,632.0,241.0,1.0,7.5,0.0,0.0,12.0,16.0,5.0,7.0,0.0,464.0,0.0,0.0,0.0,193.0,0.0,2.0,-85.0,3600.0,0.0,3.0,-600.0,10.0,477.0,0.0,19.0,0.0,0.0,2.0,8.5,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,-2.800000000000068,1270000.0,3906.0,4160000.0,-0.03999999999999204,4590000.0,0.0,-0.08909999999999485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,7.800000000000068,958760.0,3978.0,12570000.0,1.0999999999999943,7400000.0,0.0,-0.14560000000000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,4.399999999999977,1350000.0,4060.0,-7260000.0,1.5600000000000023,7870000.0,0.0,-0.013500000000000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,17.399999999999977,1500000.0,4160.0,2130000.0,2.4399999999999977,12890000.0,0.0,-0.33959999999999724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
