"dt","Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
"2016-08-01 00:00:00","4575","213","11309","9162","11248","59","","4400","63.5","","","217","201","248","","226","3550","","","9532","","46.5","5150","","9025","10197","5075","250","","1250","2025","15900","100","3075","","10479","5400","","","","229","","","4622","3900","","","","","","2930","1987","1146","23","","","",""
"2016-08-08 00:00:00","4575","212","11239","9446","11230","60","","4400","69","","","217","201","250","","228","3550","","","9593","","52.5","5150","","9225","10411","5075","245","","1235","2050","14750","103","3225","","10607","5400","","","","229","","","4630","3975","","","","","","2930","1987","1146","23","","","",""
"2016-08-15 00:00:00","4575","213","11354","9424","11421","61","","4400","69.5","","","217","197","245","","228","3550","","","9971","","53","5150","","9225","10515","5075","250","","1235","2050","14750","106","3225","","10802","5400","","","","228","","","4630","3975","","","","","","2930","1987","1146","23","","","",""
"2016-08-22 00:00:00","4575","208","11519","9446","11509","61","","4400","69.5","","","217","200","245","","225","3550","","","10190","","53","5150","","9225","10607","5075","255","","1235","2050","14750","114","3225","","10858","5400","","","","224","","","4630","3975","","","","","","2930","1987","1146","23","","","",""
"2016-08-29 00:00:00","4575","216","11484","10509","11664","61","","4400","69.5","","","217","195","250","","225","3550","","","10287","","53","5150","","9225","10750","5075","255","","1235","2050","14750","124","3225","","11265","5400","","","","225","","","4630","3975","","","","","","3232","2123","1198","23","","","",""
"2016-09-05 00:00:00","4575","210","11336","10694","11876","59","","4400","70","","","217","196","250","","226","3550","","","10344","","53","5150","","9525","11036","5075","255","","1235","2350","14750","139","3525","","11689","5400","","","","225","","","4637","4050","","","","","","3232","2123","1198","23","","","",""
"2016-09-12 00:00:00","4575","209","11512","10918","12191","59","","4400","70","","","217","191","250","","225","3550","","","10542","","53","5150","","9525","11352","5075","255","","1235","2350","14750","166","3525","","12011","5400","","","","223","","","4637","4050","","","","","","3232","2123","1198","23","","","",""
"2016-09-19 00:00:00","4575","208","11489","11193","12420","56","","4400","68","","","212","188","248","","236","3550","","","10720","","51","5150","","9525","11495","5075","245","","1235","2350","14750","199","3525","","12257","5400","","","","218","","","4637","4050","","","","","","3232","2123","1198","23","","","",""
"2016-09-26 00:00:00","4575","204","11403","11153","12568","56","","4400","68","","","209","188","248","","230","3550","","","10937","","51","5150","","9525","11623","5075","250","","1235","2350","14750","206","3525","","12321","5400","","","","210","","","4637","4050","","","","","","3567","2298","1097","22","","","",""
"2016-10-03 00:00:00","4575","196","11612","11111","12591","56","","4400","69","","","196","181","248","","223","3550","","","11062","","51","5150","","9525","11721","5075","243","","1235","2350","14750","209","3525","","12279","5400","","","","210","","","4637","4050","","","","","","3567","2298","1097","22","","","",""
"2016-10-10 00:00:00","7100","201","12954","11304","13005","55","","6450","70","","","203","186","243","","223","5850","","","11807","","53","8150","","12900","12201","7700","235","","1135","2375","13400","211","3435","","13247","8100","","","","215","","","7156","6050","","","","","","3567","2298","1097","22","","","",""
"2016-10-17 00:00:00","7100","206","12869","11273","13017","57","","6450","71.5","","","208","194","243","","223","5850","","","11839","","54","8150","","12900","12182","7700","240","","1135","2375","13400","222","3435","","13132","8100","","","","220","","","7156","6050","","","","","","3567","2298","1097","22","","","",""
"2016-10-24 00:00:00","7100","213","12672","11552","12976","59","","6450","73.5","","","217","208","235","","228","5850","","","11878","","55","8150","","12900","12203","7700","250","","1135","2375","13400","239","3435","","13125","8100","","","","228","","","7156","6050","","","","","","3567","2298","1097","22","","","",""
"2016-10-31 00:00:00","7100","221","12716","11786","12682","62","","6450","74.5","","","221","206","235","","228","5850","","","11589","","55.5","8150","","12900","11917","7700","270","","1135","2375","13400","250","3435","","12621","8100","","","","235","","","7156","6050","","","","","","3509","2330","1049","22","","","",""
"2016-11-07 00:00:00","7100","237","12660","11792","12548","65","","6450","76.5","","","240","213","249","","233","5850","","","11729","","57.5","8150","","12900","11819","8700","290","","1135","2425","13900","265","3300","","12713","8450","","","","253","","","7522","6625","","","","","","3509","2330","1049","22","","","",""
"2016-11-14 00:00:00","7100","252","12564","11584","12483","72","","6450","77.5","","","255","236","249","","260","5850","","","11742","","59.5","8150","","12900","11800","8700","315","","1135","2425","13900","302","3300","","12866","8450","","","","269","","","7522","6625","","","","","","3509","2330","1049","22","","","",""
"2016-11-21 00:00:00","7100","255","12917","11719","12729","74","","6450","78.5","","","262","240","278","","273","5850","","","11858","","60.5","8150","","12900","12108","8700","325","","1135","2425","13900","306","3300","","12932","8450","","","","272","","","7522","6625","","","","","","3509","2330","1049","22","","","",""
"2016-11-28 00:00:00","7100","250","13434","11561","13377","76","","6450","79.5","","","261","236","278","","273","5850","","","12196","","61.5","8150","","12900","12556","8700","320","","1135","2425","13900","304","3300","","13254","8450","","","","270","","","7522","6625","","","","","","3303","2129","1079","22","","","",""
"2016-12-05 00:00:00","7100","248","13500","11894","13950","77","","6450","83","","","259","233","275","","271","5850","","","12873","","67","8150","","12900","13021","8700","315","","1135","3175","16800","301","4600","","13702","8700","","","","268","","","7552","6650","","","","","","3303","2129","1079","22","","","",""
"2016-12-12 00:00:00","7100","245","14417","12144","14492","81","","6450","87","","","259","230","275","","270","5850","","","13335","","70","8150","","13100","13600","8700","310","","1135","3175","16800","289","4600","","14300","8700","","","","267","","","7552","6650","","","","","","3303","2129","1079","22","","","",""
"2016-12-19 00:00:00","7100","251","15094","13327","15385","82","","6450","88","","","270","255","300","","285","5850","","","14171","","70.5","8150","","13100","14403","8700","315","","1135","3175","16800","254","4600","","14942","8700","","","","279","","","7552","6650","","","","","","3303","2129","1079","22","","","",""
"2016-12-26 00:00:00","7100","259","15561","13377","15869","80","","6450","86","","","283","263","300","","285","5850","","","14354","","69.5","8150","","13100","14969","8700","310","","1135","3175","16800","245","4600","","15269","8700","","","","292","","","7552","6650","","","","","","3848","2696","1107","22","","","",""
"2017-01-02 00:00:00","7100","259","16085","13393","15878","80","","6450","86","","","283","263","300","","285","5850","","","14467","","69.5","8150","","13100","15046","8700","310","","1135","3175","16800","228","4600","","15323","8700","","","","292","","","7552","6650","","","","","","3848","2696","1107","22","","","",""
"2017-01-09 00:00:00","7375","259","15579","13553","15705","78","","6450","104","","","283","263","300","","285","6300","","15100","14420","","83","10650","","13725","15038","11750","310","","1360","3975","20850","210","5200","","15322","10700","","","","292","","","9311","8475","","","","","","3848","2696","1107","22","","","",""
"2017-01-16 00:00:00","7375","256","16093","13449","15861","80","","6450","104","","","280","260","300","","281","6300","","15100","14583","","84","10650","","13725","15072","11750","310","","1360","3975","20850","188","5200","","15312","10700","","","","288","","","9311","8475","","","","","","3848","2696","1107","22","","","",""
"2017-01-23 00:00:00","7375","249","15659","13468","15838","82","","6450","104.5","","","275","253","300","","277","6300","","15100","14478","","84.5","10650","","13725","14887","11750","315","","1360","3975","20850","176","5200","","15315","10700","","","","280","","","9311","8475","","","","","","3848","2696","1107","22","","","",""
"2017-01-30 00:00:00","7375","219","15439","13396","15868","82","","6450","104.5","","","246","223","280","","265","6300","","14550","14480","","84.5","10650","","13725","14812","11750","300","","1360","3975","20850","173","5200","","15328","10700","","","","250","","","9311","8475","","","","","","4886","3813","1554","29","","","",""
"2017-02-06 00:00:00","12250","206","15233","13426","15642","83","","9250","104.5","","","235","209","280","","265","8250","","14550","14685","","84.5","13500","","17500","14607","12750","290","","2150","3775","20850","171","5025","","15303","12600","","","","235","","","11326","9150","","","","","","4886","3813","1554","29","","","",""
"2017-02-13 00:00:00","12250","222","14945","13381","15229","83","285.5","9250","104.5","","","246","222","313","","265","8250","","14550","14280","","84.5","13500","","17500","14201","12750","310","","2150","3775","20850","168","5025","","15412","12600","","","","251","","","11326","9150","","312","","","297.5","4886","3813","1554","29","","","",""
"2017-02-20 00:00:00","12250","246","14799","13348","14854","91","312.5","9250","111.5","","","270","245","313","","280","8250","","14550","14234","","86","13500","","17500","13780","12750","328","","2150","3775","20850","155","5025","","15315","12600","","","","275","","","11326","9150","","325","","","315","4886","3813","1554","29","","","",""
"2017-02-27 00:00:00","12250","254","14729","13155","14506","93","322.5","9250","114","","","277","252","320","","280","8250","","14550","13702","","87.5","13500","","17500","13357","12750","340","","2150","3775","20850","159","5025","","14552","12600","","","","282","","","11326","9150","","345","","","343","4827","3794","1884","32","","","",""
"2017-03-06 00:00:00","12000","259","14708","13098","14184","92","352.5","9150","117.5","","","280","255","335","","285","8250","","11800","12842","","92","13500","","17500","13070","12750","360","","2375","3925","20850","162","5175","","13624","12600","","","","285","","","11288","9050","","370","","","362.5","4827","3794","1884","32","","","",""
"2017-03-13 00:00:00","12000","269","14310","12284","13438","87","372.5","9150","115.5","","","287","271","355","","290","8250","","11800","12538","","90.5","13500","","17500","12744","12750","365","","2375","3925","20850","161","5175","","13321","12600","","","","299","","","11288","9050","","370","","","362.5","4827","3794","1884","32","","","",""
"2017-03-20 00:00:00","12000","268","14112","12269","13515","91","387.5","9150","117.5","","","285","270","390","","287","8250","","11800","12330","","92.5","13500","","17500","12395","12750","385","","2375","3925","20850","160","5175","","13198","12600","","","","298","","","11288","9050","","386.5","","","398.5","4827","3794","1884","32","","","",""
"2017-03-27 00:00:00","12000","250","13877","11824","13479","86","387.5","9150","115.5","","","265","257","390","","280","8250","","11800","12385","","90.5","13500","","17500","12440","12750","395","","2375","3925","20850","155","5175","","13263","12600","","","","276","","","11288","9050","","386.5","","","387.5","5189","3889","2176","36","","","",""
"2017-04-03 00:00:00","12000","241","13792","11814","13477","81","377.5","9150","112.5","","","255","249","380","","280","8250","","11800","12348","","87.5","13500","","17500","12408","12750","390","","2375","3925","20850","155","5175","","13316","12600","","","","267","","","11288","9050","","390","","","367.5","5189","3889","2176","36","","","",""
"2017-04-10 00:00:00","7400","247","13543","11738","13400","79","372.5","5650","111.5","","","260","255","370","","280","5550","","11500","12384","","84","9000","","14775","12281","7900","390","","2375","4175","21250","214","5825","","13269","8300","","","","275","","","7242","5675","","380","","","362.5","5189","3889","2176","36","","","",""
"2017-04-17 00:00:00","7400","246","13631","11707","13392","71","372.5","5650","104.5","","","258","254","370","","275","5550","","11500","12310","","80","9000","","14775","12245","7900","387","","2375","4175","21250","285","5825","","13199","8300","","","","274","","","7242","5675","","392","","","362.5","5189","3889","2176","36","","","",""
"2017-04-24 00:00:00","7400","238","13731","11652","13268","65","372.5","5650","102.5","","","249","243","365","","275","5550","","11500","12225","","77.5","9000","","14775","12192","7900","385","","2375","4175","21250","268","5825","","13215","8300","","","","265","","","7242","5675","","382.5","","","362.5","5189","3889","2176","36","","","",""
"2017-05-01 00:00:00","7400","238","13742","11580","13298","68","367.5","5650","103.5","","","246","239","365","","270","5550","","11500","12235","","78.5","9000","","14775","12230","7900","375","","2375","4175","21250","231","5825","","13174","8300","","","","263","","","7242","5675","","387.5","","","342.5","5528","4304","2293","38","","","",""
"2017-05-08 00:00:00","7400","252","13627","11576","13275","66","368.5","5650","87.5","","","257","250","365","","275","5550","","10900","12270","","64","9000","","14775","12189","7850","370","","2400","3525","18500","201","4950","","13211","8150","","","","274","","","7230","5850","","377.5","","","342.5","5528","4304","2293","38","","","",""
"2017-05-15 00:00:00","7400","251","13442","11599","13168","60","365","5650","82","","","255","249","365","","275","5550","","10900","12273","","61","9000","","14775","12170","7850","370","","2400","3525","18500","174","4950","","13209","8150","","","","273","","","7230","5850","","377.5","","","342.5","5528","4304","2293","38","","","",""
"2017-05-22 00:00:00","7400","250","13558","11566","13095","62","360","5650","83","","","255","248","365","","275","5550","","10900","12302","","62","9000","","14775","12107","7850","365","","2400","3525","18500","159","4950","","13157","8150","","","","273","","","7230","5850","","375","","","342.5","5528","4304","2293","38","","","",""
"2017-05-29 00:00:00","7400","246","13576","11547","13080","60","352.5","5650","82","","","253","247","365","","270","5550","","10900","12298","","61","9000","","14775","12017","7850","360","","2400","3525","18500","154","4950","","13136","8150","","","","271","","","7230","5850","","367.5","","","347.5","4702","3753","2440","39","","","",""
"2017-06-05 00:00:00","7400","246","13563","11542","12995","57","355","5650","76.5","","","253","247","365","","265","5550","","10750","12152","","56.5","9000","","14550","11896","7850","360","","2400","2797.5","18250","152","4110","249.5","12885","8150","","","","271","","","7227","5825","","347.5","","","342.5","4702","3753","2440","39","","","",""
"2017-06-12 00:00:00","7400","247","13437","11564","12815","56","345","5650","75.5","","","253","248","350","","265","5550","","10750","12029","","55.5","9000","","14550","11708","7850","355","","2400","2797.5","18250","149","4110","248.5","12828","8150","","","","272","","","7227","5825","","347.5","","","342.5","4702","3753","2440","39","","","",""
"2017-06-19 00:00:00","7400","249","13389","11545","12826","54","345","5650","75.5","","","254","250","350","","265","5550","","10750","11762","","54.5","9000","","14550","11668","7850","350","","2400","2797.5","18250","142","4110","250","12575","8150","","","","274","","","7227","5825","","345","","","332.5","4702","3753","2440","39","","","",""
"2017-06-26 00:00:00","7400","253","12917","11552","12821","56","344.5","5650","77","","","256","254","345","","265","5550","","10750","11580","","56.5","9000","","14550","11677","7850","345","","2400","2797.5","18250","143","4110","252.5","12376","8150","","","","280","","","7227","5825","","345","","","332.5","3881","3014","2415","39","","","",""
"2017-07-03 00:00:00","7400","262","12932","11545","12814","61","345.5","5650","85","","","267","263","340","","275","5550","","10750","11609","","57","9000","","14550","11715","7850","340","","2400","2797.5","18250","148","4110","252.5","12369","8150","","","","288","","","7227","5825","","345","","","332.5","3881","3014","2415","39","","","",""
"2017-07-10 00:00:00","6800","270","12925","11119","12808","63","355.5","5600","89.5","","","271","270","345","","280","5200","","10550","11568","","59","7900","","12250","11695","7200","350","","1900","2440","18250","152","3450","269","12478","7700","","","","295","","","6674","5600","","352.5","","","342.5","3881","3014","2415","39","","","",""
"2017-07-17 00:00:00","6800","271","13107","11124","12803","65","357.5","5600","91.5","","","273","273","345","","290","5200","","10550","11583","","60","7900","","12250","11663","7200","350","","1900","2440","18250","160","3450","269","12606","7700","","","","297","","","6674","5600","","352.5","","","342.5","3881","3014","2415","39","","","",""
"2017-07-24 00:00:00","6800","273","13301","11608","12766","68","362.5","5600","92.5","","","275","278","350","","290","5200","","10550","11938","","61.5","7900","","12800","11862","7200","350","","1900","2440","18250","169","3450","275","12999","7700","","","","302","","","6674","5600","","360","","","350","3881","3014","2415","39","","","",""
"2017-07-31 00:00:00","6800","292","13492","11696","13137","69","367.5","5600","92.5","","","295","290","355","","303","5200","","10550","12038","","61.5","7900","","12800","12253","7200","360","","1900","2440","18250","176","3450","287.5","13145","7700","","","","320","","","6674","5600","","362.5","","","360","3336","2577","1970","32","","","",""
"2017-08-07 00:00:00","6800","305","13519","11891","13841","73","366","5600","95","","","310","303","355","","308","5200","","11050","12200","","65.5","7900","","12800","12697","7200","355","","1850","2860","18850","181","3925","297.5","13401","7700","","","","328","","","6674","5600","","362.5","","","362.5","3336","2577","1970","32","","","",""
"2017-08-14 00:00:00","6800","325","13960","12226","14104","76","375","5600","96","","","327","320","355","","330","5200","","11050","12366","","67","7900","","12650","13033","7200","360","","1850","2860","18850","191","3925","302.5","13482","7700","","","","345","","","6674","5600","","367.5","","","365","3336","2577","1970","32","","","",""
"2017-08-21 00:00:00","6800","330","15507","12256","14648","74","375","5600","95","","","336","329","360","","340","5200","","11050","13013","","66","7900","","12650","13535","7200","365","","1850","2860","18850","193","3925","317.5","13638","7700","","","","355","","","6674","5600","","375","","","365","3336","2577","1970","32","","","",""
"2017-08-28 00:00:00","6800","333","16541","12924","15876","78","385","5600","97","","","339","332","363","","340","5200","","11050","14149","","68","7900","","12650","14841","7200","375","","1850","2860","18850","201","3925","342.5","14904","7700","","","","358","","","6674","5600","","382.5","","","370","3775","2771","1964","32","","","",""
"2017-09-04 00:00:00","6800","330","16341","13529","16179","77","390","5600","96.5","","","336","330","375","","353","5200","","11050","14285","","66.5","7900","","12650","15142","7200","380","","1850","2860","18850","208","3925","342.5","15177","7700","","","","356","","","6674","5600","","387.5","","","370","3775","2771","1964","32","","","",""
"2017-09-11 00:00:00","6800","331","16411","13732","16271","77","390","5600","94","","","339","327","375","","352","5200","","13250","14533","","65.5","7900","","12650","15267","7200","380","","1850","3305","19350","210","4540","342.5","15466","7700","","","","356","","","6699","5850","","387.5","","","370","3775","2771","1964","32","","","",""
"2017-09-18 00:00:00","6800","326","17060","14888","16676","74","386.5","5600","92.5","","","336","315","375","","352","5200","","13250","15355","","64","7900","","12650","15732","7200","380","","1850","3305","19350","207","4540","337.5","16078","7700","","","","352","","","6699","5850","","387.5","","","370","3775","2771","1964","32","","","",""
"2017-09-25 00:00:00","6800","305","17450","15634","17238","67","375","5600","90.5","","","321","305","370","","352","5200","","13250","15692","","60.5","7900","","12650","16167","7200","375","","1850","3305","19350","198","4540","327.5","16597","7700","","","","330","","","6699","5850","","382.5","","","365","3775","2771","1964","32","","","",""
"2017-10-02 00:00:00","6800","280","17386","15517","17228","63","357.5","5600","89","","","290","265","333","","345","5200","","13250","15692","","59","7900","","12650","16221","7200","345","","1850","3305","19350","190","4540","295","16696","7700","","","","305","","","6699","5850","","365","","","345","4367","3291","1986","32","","","",""
"2017-10-09 00:00:00","9300","275","17575","15386","17167","62","350","7600","102.5","","","285","260","333","","325","6125","","14200","15697","","70","10050","","16300","16257","8400","345","","2150","3370","20650","186","4630","292.5","16546","9450","","","","300","","","8199","6675","","355","","","345","4367","3291","1986","32","","","",""
"2017-10-16 00:00:00","9300","280","17256","15201","16933","60","351.5","7600","97.5","","","290","265","327","","325","6125","","14200","16029","","69","10050","","16300","16006","8400","340","","2150","3370","20650","182","4630","277.5","16804","9450","","","","307","","","8199","6675","","340","","","342.5","4367","3291","1986","32","","","",""
"2017-10-23 00:00:00","9300","285","17141","15301","16898","61","352.5","7600","100","","","286","261","327","","323","6125","","14200","15815","","69","10050","","16300","15961","8400","340","","2150","3370","20650","180","4630","277.5","16719","9450","","","","303","","","8199","6675","","350","","","342.5","4367","3291","1986","32","","","",""
"2017-10-30 00:00:00","9300","273","16555","14522","16484","61","355","7600","100","","","286","261","336","","323","6125","","14200","15028","","69","10050","","16300","15416","8400","340","","2150","3370","20650","181","4630","277.5","16126","9450","","","","302","","","8199","6675","","351.5","","","342.5","4532","3374","2074","34","","","",""
"2017-11-06 00:00:00","8800","279","16255","14274","16141","60","355","7600","105","","","290","265","336","","323","5900","","12925","14445","","70","9500","","16025","14958","8400","340","","2150","2750","20000","177","3800","277.5","15713","9450","","","","309","","","8023","6675","","351.5","","","342.5","4532","3374","2074","34","","","",""
"2017-11-13 00:00:00","8800","275","16093","14146","15769","63","352.5","7600","106.5","","","283","260","336","","330","5900","","12925","14316","","73","9500","","16025","14552","8400","337","","2150","2750","20000","181","3800","282.5","15601","9450","","","","304","","","8023","6675","","347.5","","","342.5","4532","3374","2074","34","","","",""
"2017-11-20 00:00:00","8800","277","15222","14170","15327","62","352.5","7600","106.5","","","293","266","330","","330","5900","","12925","13691","","73","9500","","16025","14246","8400","340","","2150","2750","20000","188","3800","282.5","15328","9450","","","","310","","","8023","6675","","347.5","","","342.5","4532","3374","2074","34","","","",""
"2017-11-27 00:00:00","8800","285","15389","14017","14970","65","352.5","7600","107.5","","","296","272","325","","340","5900","","12925","13724","","74","9500","","16025","13932","8400","335","","2150","2750","20000","198","3800","295","15192","9450","","","","315","","","8023","6675","","343.5","","","342.5","3741","2749","2104","34","","","",""
"2017-12-04 00:00:00","8800","301","15415","14013","14882","68","355.5","7600","109","","","300","270","330","","345","5900","","12925","13599","","75.5","9500","","16025","13758","8400","335","","2150","2750","20000","205","3800","302.5","15040","9450","","","","329","","","8023","6675","","347.5","","","347.5","3741","2749","2104","34","","","",""
"2017-12-11 00:00:00","8700","320","15320","13972","14759","70","366","7600","110","","","315","285","350","","355","6400","","11500","13580","","76.5","9400","","15850","13604","8400","355","","2150","2740","20000","220","3780","305","15028","9450","","","","345","","","8093","6675","","367.5","","","375","3741","2749","2104","34","","","",""
"2017-12-18 00:00:00","8700","320","15321","13918","14768","70","363.5","7600","110","","","317","295","350","","355","6400","","11500","13632","","76.5","9400","","15850","13605","8400","355","","2150","2740","20000","226","3780","305","15024","9450","","","","352","","","8093","6675","","372.5","","","375","3741","2749","2104","34","","","",""
"2017-12-25 00:00:00","8700","333","15297","14052","14722","74","375","7600","112","","","335","315","355","","380","6400","","11500","13502","","80","9400","","15850","13567","8400","360","","2150","2740","20000","240","3780","337.5","14803","9450","","","","360","","","8093","6675","","377.5","","","385","3741","2749","2104","34","","","",""
"2018-01-01 00:00:00","8700","335","15154","14322","14666","73","380","7600","112","","","340","320","360","","385","6400","","11500","13606","","79.5","9400","","15850","13550","8400","365","","2150","2740","20000","250","3780","337.5","14844","9450","","","","365","","","8093","6675","","380","","","385","3742","2740","2206","36","","","",""
"2018-01-08 00:00:00","9850","340","14898","14088","14478","76","382.5","8000","113","","","345","320","360","","390","7225","","15125","13583","","79.5","10425","","15750","13424","9800","365","","1765","3350","20300","249","4250","337.5","14727","10850","","","","370","","","9118","7050","","380","","","387.5","3742","2740","2206","36","","","",""
"2018-01-15 00:00:00","9850","340","14887","14081","14604","79","387.5","8000","114.5","","","345","325","380","","380","7225","","15125","13598","","81.5","10425","","15750","13461","9800","380","","1765","3350","20300","247","4875","340","14888","10850","","","","372","","","9118","7050","","397.5","","","387.5","3742","2740","2206","36","","","",""
"2018-01-22 00:00:00","9850","330","14846","14367","14700","76","382.5","8000","111.5","","","338","317","380","","380","7225","","15125","13641","","78.5","10425","","15750","13544","9800","380","","1765","3350","20300","228","4875","325","14965","10850","","","","360","","","9118","7050","","400","","","382.5","3742","2740","2206","36","","","",""
"2018-01-29 00:00:00","9850","325","15065","14359","14810","75","376","8000","110.5","","","330","312","370","","360","7225","","15125","13594","","77.5","10425","","15750","13498","9800","365","","1765","3350","20300","212","4875","315","14927","10850","","","","353","","","9118","7050","","397.5","","","372.5","4239","3100","1863","33","","","77","125.5"
"2018-02-05 00:00:00","11000","317","14993","14347","15065","72","372.5","8237.5","110.5","","","318","300","370","","360","8075","","15925","13917","","75","11925","","15425","13826","10550","370","","2475","3575","20550","213","5075","315","15211","11250","","","","348","","","9922","7350","","392.5","","","367.5","4239","3100","1863","33","","","77","125.5"
"2018-02-12 00:00:00","11000","317","14826","14166","15431","76","367.5","8237.5","112.5","","","320","300","370","","350","8075","","15925","13967","","78","11925","","15425","14201","10550","365","","2475","3575","20550","223","5075","315","15139","11250","","","","348","","","9922","7350","","390","","","352.5","4239","3100","1863","33","","","77","125.5"
"2018-02-19 00:00:00","11000","322","14967","14583","15618","78","363.5","8237.5","113.5","","","325","303","360","","350","8075","","15925","14272","","79","11925","","15425","14413","10550","360","","2475","3575","20550","228","5075","312.5","15390","11250","","","","353","","","9922","7350","","382.5","","","357.5","4239","3100","1863","33","","","77","125.5"
"2018-02-26 00:00:00","11000","320","15240","14657","15976","78","369","8237.5","113.5","","","335","305","373","","375","8075","","15925","14739","","79","11925","","15425","14665","10550","365","","2475","3575","20550","229","5075","322.5","15580","11250","","","","358","","","9922","7350","","381","","","360","4666","3414","2367","37","","","80","127"
"2018-03-05 00:00:00","9925","326","15496","14965","16356","79","382.5","8237.5","113.5","","","337","315","375","","385","7375","","16500","15040","","80","11000","","15275","15231","10550","370","","2475","3675","20550","230","5045","327.5","15836","11250","","","","364","","","9545","7350","","387.5","","","372.5","4666","3414","2367","37","","","80","127"
"2018-03-12 00:00:00","9925","335","15536","15567","16731","73","387.5","8237.5","111","","","350","325","380","","400","7375","","16500","15040","","77","11000","","15275","15612","10550","380","","2475","3675","20550","230","5045","327.5","16001","11250","","","","375","","","9545","7350","","395","","","385","4666","3414","2367","37","","","80","127"
"2018-03-19 00:00:00","9925","335","16989","15440","17007","70","407.5","8237.5","108.5","","","350","325","390","","405","7375","","16500","15271","","75.5","11000","","15275","15775","10550","395","","2475","3675","20550","214","5045","335","16421","11250","","","","374","","","9545","7350","","402.5","","","390","4666","3414","2367","37","","","80","127"
