date,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Концентрат для дообогащения,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Жирные,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Агломерат,Экспорт сырья ЖРС_Аглоруда,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Концентрат коксующегося угля_Отощающие,Экспорт сырья Лом_Лом коррозионностойкой стали,Экспорт сырья Лом_Лом стальной,Экспорт сырья Лом_Лом чугуна,Экспорт сырья Металлизованная продукция_Всего отгружено с предприятия,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Всего отгружено с предприятия,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие
1970-01-01 03:00:44,661,264,222,"4,691",407,"10,195",574,"4,842","2,230","2,782","2,480",272,308,283,215,"4,085","2,175","1,672","3,831",107,"5,858","1,922","4,161","3,820",309,"2,639",506,316,558,236,181,"1,721","1,332",97,391,2,30,309,317,"3,290",506,"2,428",309,317,"3,820",506,"2,638",92,401,"1,814","1,198",97,530,210,0,27,58.0,36.0,6.0,0,0,555,523,19,6,3,231,363,0,0,0,0,0,0,0,0,37,103,29,40
1970-01-01 03:00:44,698,263,220,"4,782",375,"9,743",525,"4,733","2,174","2,936","2,328",250,335,279,264,"3,894","2,140","1,391","3,842",152,"5,788","1,794","4,323","3,724",381,"2,711",483,342,570,196,180,"1,818","1,251",66,421,1,19,380,342,"3,286",483,"2,509",380,342,"3,722",483,"2,710",73,429,"1,886","1,150",66,436,201,0,32,76.0,40.0,4.0,0,0,512,340,6,4,3,254,289,0,0,7,0,0,0,0,0,21,128,67,39
1970-01-01 03:00:44,643,300,228,"4,955",373,"9,894",584,"4,889","2,296","2,741","2,096",311,443,287,304,"3,799","2,065","1,416","4,175",101,"6,212","1,935","4,490","3,824",315,"2,738",546,384,526,201,186,"1,702","1,369",68,450,2,44,315,383,"3,331",547,"2,499",315,383,"3,826",547,"2,738",92,459,"1,795","1,257",68,495,239,0,41,49.0,48.0,6.0,0,0,450,380,0,5,4,224,121,0,0,6,0,0,0,0,0,18,118,100,42
1970-01-01 03:00:44,781,279,217,"5,158",312,"10,127",500,"5,070","2,294","2,852","2,228",315,417,286,303,"3,959","1,785","1,526","4,221",144,"6,443","2,077","4,625","4,047",326,"2,681",451,300,616,210,179,"1,694","1,384",67,433,0,68,325,299,"3,543",451,"2,471",325,299,"4,045",451,"2,681",92,442,"1,785","1,288",67,502,210,0,17,62.0,35.0,4.0,0,8,389,401,0,3,4,272,249,0,0,0,0,0,20,0,0,32,164,66,37
1970-01-01 03:00:44,678,272,237,"4,823",400,"9,345",544,"4,698","2,164","3,006","2,144",318,415,269,300,"4,548","1,814","1,437","3,933",108,"5,978","1,936","4,240","3,764",297,"2,416",444,363,535,207,185,"1,631","1,267",70,428,2,52,296,363,"3,310",444,"2,251",296,363,"3,762",444,"2,416",112,421,"1,729","1,167",70,452,165,0,29,18.0,30.0,8.0,0,66,313,228,18,7,14,223,262,0,0,0,0,0,20,0,0,11,140,65,50
1970-01-01 03:00:44,772,279,269,"5,052",385,"10,307",588,"5,001","2,283","2,989","2,414",322,413,286,350,"4,633","2,192","1,353","4,085",136,"6,200","1,980","4,469","3,784",333,"2,540",488,371,610,205,216,"1,722","1,256",75,452,2,50,333,371,"3,268",489,"2,384",333,371,"3,785",489,"2,539",98,452,"1,805","1,173",75,517,155,0,38,57.0,47.0,6.0,0,0,342,270,11,8,18,198,297,0,0,0,0,0,20,0,7,29,163,73,53
1970-01-01 03:00:44,640,267,247,"4,751",453,"9,667",628,"4,740","2,146","3,085","2,284",435,421,279,521,"4,753","2,152","1,245","3,927",137,"5,877","1,813","4,169","3,331",338,"2,257",540,357,496,202,181,"1,690","1,312",45,413,1,46,338,356,"2,911",540,"2,197",338,356,"3,331",540,"2,257",118,406,"1,759","1,243",45,420,60,0,32,21.0,15.0,6.0,0,0,353,94,6,1,4,169,268,0,0,0,0,0,20,0,0,18,143,66,66
1970-01-01 03:00:44,662,245,178,"5,020",444,"10,260",450,"4,772","2,239","2,734","1,953",343,430,288,344,"4,251","1,811","1,015","3,970",136,"5,878","1,771","4,442","3,688",347,"2,279",398,410,491,174,126,"1,791","1,340",80,466,1,44,347,410,"3,270",398,"2,219",347,410,"3,690",398,"2,270",81,463,"1,805","1,248",80,420,60,0,30,17.0,17.0,3.0,0,0,430,368,22,4,3,175,218,0,0,0,0,0,15,0,0,0,169,69,52
1970-01-01 03:00:44,803,287,202,"4,832",421,"9,620",594,"4,292","2,143","3,228","1,960",297,394,230,281,"4,322","2,072","1,014","3,785",130,"5,872","1,957","4,116","3,705",317,"2,238",514,369,615,202,149,"1,656","1,326",75,433,1,23,317,368,"3,288",514,"2,186",317,368,"3,708",514,"2,205",68,428,"1,777","1,234",75,420,50,0,20,13.0,6.0,6.0,0,0,436,83,5,14,3,184,194,0,0,0,0,0,20,0,0,144,190,86,51
1970-01-01 03:00:44,893,305,205,"4,975",379,"10,238",618,"4,485","2,252","3,304","2,244",390,329,287,415,"4,475","2,091","1,124","3,850",114,"6,010","2,044","4,131","4,118",242,"2,331",598,365,753,219,160,"1,645","1,439",67,433,0,26,242,364,"3,567",598,"2,272",242,364,"4,117",598,"2,332",65,434,"1,712","1,372",67,550,60,0,20,59.0,12.0,5.0,0,0,439,250,76,3,3,214,169,0,0,0,0,0,20,0,0,23,140,86,46
1970-01-01 03:00:44,900,279,228,"4,876",373,"10,313",671,"4,772","2,286","3,515","2,250",376,307,180,364,"4,490","2,037","1,432","4,017",110,"6,165","2,039","4,344","4,041",295,"2,532",500,341,736,205,190,"1,650","1,413",95,424,1,29,296,342,"3,512",501,"2,410",296,342,"4,042",501,"2,530",48,422,"1,779","1,284",95,530,120,0,29,59.0,4.0,5.0,0,0,464,314,66,3,4,237,173,0,0,12,0,0,20,0,0,84,163,75,37
1970-01-01 03:00:44,790,297,232,"4,855",411,"9,244",676,"4,087","2,250","3,078","2,250",244,277,239,244,"3,941","2,079","1,474","4,028",109,"6,090","1,953","4,288","3,547",310,"2,357",499,351,609,226,182,"1,612","1,511",68,399,0,35,310,351,"3,084",499,"2,162",310,351,"3,545",499,"2,356",48,399,"1,768","1,355",68,461,194,0,30,47.0,9.0,5.0,0,0,506,260,59,14,3,211,231,0,0,1,0,0,20,0,0,116,180,72,52
1970-01-01 03:00:44,723,255,247,"4,648",406,"9,994",668,"4,890","2,327","3,705","2,098",276,388,277,299,"4,833","2,306","1,346","3,842",133,"6,101","2,125","4,313","3,912",313,"2,712",426,383,575,201,197,"1,781","1,406",61,422,1,24,312,382,"3,404",426,"2,494",312,382,"3,914",426,"2,712",69,423,"1,899","1,288",61,510,218,0,43,43.0,21.0,4.0,0,0,378,292,56,14,4,225,28,0,0,0,0,0,20,0,0,155,148,56,49
1970-01-01 03:00:44,638,243,241,"4,611",411,"9,950",649,"4,814","2,246","3,235","2,273",295,370,274,286,"4,361","2,083","1,564","3,815",202,"6,016","1,999","4,264","3,631",307,"2,580",497,349,512,177,196,"1,791","1,408",89,414,2,19,307,350,"3,266",497,"2,396",307,350,"3,633",497,"2,579",92,419,"1,886","1,313",89,367,183,0,71,21.0,13.0,3.0,0,0,376,213,43,4,2,153,212,0,0,0,0,0,0,0,0,211,129,65,46
1970-01-01 03:00:44,708,266,227,"4,808",446,"10,117",678,"4,864","2,327","3,750","2,150",277,415,292,261,"4,858","1,890","1,579","4,338",114,"6,633","2,180","4,510","3,810",324,"2,778",469,456,531,192,181,"1,792","1,431",71,395,2,16,324,456,"3,276",470,"2,566",324,458,"3,809",470,"2,777",92,404,"1,883","1,340",71,533,211,0,69,49.0,5.0,6.0,0,0,313,135,80,1,4,164,120,0,0,0,0,0,30,0,0,319,178,75,40
1970-01-01 03:00:44,792,296,230,"4,888",484,"10,227",448,"4,917","2,321","4,002","1,971",303,417,290,294,"5,079","1,848","1,269","4,154",112,"6,467","2,202","4,446","3,767",330,"2,659",482,393,636,190,170,"1,664","1,246",63,424,1,15,330,394,"3,266",482,"2,476",330,394,"3,766",482,"2,659",70,430,"1,744","1,166",63,500,183,0,96,42.0,7.0,4.0,0,0,419,125,28,1,5,165,200,19,0,0,0,0,30,0,0,15,159,105,62
1970-01-01 03:00:44,655,302,231,"4,474",458,"9,071",513,"4,633","2,104","3,473","2,007",389,378,262,408,"5,293","1,933","1,148","3,999",118,"6,110","1,993","4,101","3,248",304,"2,440",451,392,478,217,176,"1,450","1,312",76,434,0,23,304,393,"2,839",451,"2,276",304,393,"3,249",451,"2,439",66,438,"1,536","1,226",76,410,163,0,95,38.0,9.0,5.0,0,0,346,188,21,0,5,141,243,38,0,0,0,0,23,0,0,13,178,85,56
1970-01-01 03:00:44,792,341,253,"5,033",420,"10,473",654,"5,225","2,378","3,147","2,573",509,426,291,521,"4,595","2,238","1,513","4,354",117,"6,718","2,246","4,675","3,924",333,"2,841",545,436,600,191,190,"1,589","1,513",83,430,2,25,333,435,"3,343",545,"2,670",333,435,"3,924",545,"2,842",77,434,"1,696","1,406",83,581,172,0,131,31.0,1.0,5.0,0,0,369,164,25,2,4,118,354,0,0,0,0,0,30,0,6,154,193,150,60
1970-01-01 03:00:44,800,347,264,"4,891",460,"10,272",604,"4,981","2,309","3,227","2,521",463,352,281,491,"4,518","2,375","1,323","4,133",136,"6,430","2,160","4,479","3,931",328,"2,910",541,491,620,200,193,"1,533","1,459",95,460,2,26,328,491,"3,380",541,"2,632",328,491,"3,930",541,"2,832",55,467,"1,648","1,344",95,550,278,0,93,26.0,0.0,5.0,0,0,357,326,16,1,4,157,383,0,0,0,0,0,20,0,7,47,178,146,71
1970-01-01 03:00:44,867,361,257,"4,957",507,"10,787",496,"5,205","2,397","3,171","2,669",409,329,227,373,"4,473","2,339","1,401","4,184",121,"6,562","2,256","4,630","3,993",318,"2,898",525,469,691,219,193,"1,519","1,721",131,456,0,29,318,470,"3,517",526,"2,603",318,470,"3,992",526,"2,803",50,454,"1,608","1,632",131,475,293,0,81,43.0,0.0,8.0,0,0,376,254,16,8,9,116,210,0,0,0,0,0,20,0,9,46,177,141,63
1970-01-01 03:00:44,855,288,257,"4,775",502,"10,159",613,"4,883","2,329","3,175","2,068",406,370,281,408,"4,222","1,873","1,196","4,132",146,"6,545","2,266","4,503","3,743",329,"2,839",472,432,721,213,199,"1,510","1,476",103,479,0,29,328,431,"3,266",472,"2,503",328,431,"3,743",472,"2,731",79,478,"1,623","1,334",103,477,336,0,96,37.0,0.0,3.0,0,0,383,235,32,13,13,90,194,0,0,0,0,0,20,0,1,36,133,75,57
1970-01-01 03:00:44,872,379,251,"4,981",508,"10,483",646,"5,123","2,397","3,290","2,010",433,420,294,429,"4,211","1,788","1,266","4,096",119,"6,431","2,217","4,542","3,780",334,"2,969",512,467,676,182,167,"1,639","1,507",107,435,0,23,334,468,"3,301",511,"2,598",334,468,"3,780",511,"2,837",100,433,"1,777","1,319",107,479,370,0,48,30.0,2.0,6.0,0,5,505,341,26,10,0,75,170,0,0,0,0,0,20,0,1,90,196,195,85
1970-01-01 03:00:45,789,310,206,"4,742",498,"10,243",599,"4,940","2,353","3,287","2,114",430,315,217,414,"4,252","1,729","1,414","3,881",150,"6,188","2,156","4,280","3,672",335,"2,810",500,455,694,211,180,"1,629","1,672",110,381,0,32,335,456,"3,230",500,"2,537",335,456,"3,675",500,"2,726",49,379,"1,730","1,521",110,445,270,0,42,18.0,1.0,3.0,0,4,540,354,69,4,7,105,147,0,0,0,0,0,20,0,0,16,97,98,26
1970-01-01 03:00:45,792,316,246,"4,673",461,"9,908",645,"4,811","2,284","3,476","2,098",438,274,287,431,"4,291","1,494","1,701","3,835",117,"6,028","2,076","4,282","3,545",324,"2,660",514,459,641,199,158,"1,517","1,567",110,384,0,23,324,459,"3,081",513,"2,385",324,459,"3,542",513,"2,585",37,381,"1,624","1,418",110,461,274,0,46,25.0,1.0,5.0,0,16,449,184,39,4,4,115,104,0,0,0,0,0,20,0,7,25,152,116,87
1970-01-01 03:00:45,884,332,222,"5,046",508,"10,249",659,"5,228","2,371","4,056","2,262",531,395,299,437,"5,032","1,715","1,758","4,299",172,"6,522","2,050","4,650","3,481",348,"3,015",379,464,733,258,178,"1,677","1,417",151,450,0,44,349,464,"3,020",379,"2,791",349,464,"3,482",379,"2,979",45,448,"1,784","1,269",151,462,223,0,35,15.0,1.0,4.0,0,20,519,235,30,2,0,136,140,0,0,0,0,0,20,0,0,36,152,72,48
1970-01-01 03:00:45,853,312,249,"4,709",496,"10,125",607,"4,897","2,242","4,341","2,027",544,374,288,536,"5,274","1,662","1,502","4,180",119,"6,430","2,129","4,545","3,420",340,"3,111",574,467,729,266,210,"1,803","1,339",104,500,0,45,340,468,"2,973",574,"2,860",340,468,"3,418",574,"3,048",53,497,"1,892","1,200",104,445,253,0,33,55.0,15.0,7.0,0,16,497,232,13,0,3,88,161,0,0,0,0,0,15,0,0,0,125,46,39
1970-01-01 03:00:45,835,326,257,"5,072",504,"10,157",677,"5,077","2,318","3,981","2,163",467,415,295,415,"5,679","1,612","1,609","4,200",136,"6,481","2,144","4,610","3,715",321,"3,094",498,496,740,244,187,"1,646","1,414",124,543,0,69,321,496,"3,236",498,"2,806",321,496,"3,713",498,"3,023",69,541,"1,746","1,314",124,477,287,0,60,45.0,1.0,5.0,0,20,188,268,20,3,9,130,179,0,0,0,0,0,15,0,10,17,96,82,70
1970-01-01 03:00:45,784,284,233,"5,112",514,"10,288",529,"5,127","2,400","4,455","2,260",490,460,296,540,"5,037","1,441","1,725","4,130",122,"6,347","2,096","4,594","4,330",378,"3,456",620,573,661,211,184,"1,607","1,351",78,478,0,24,378,573,"3,816",621,"3,234",378,573,"4,331",621,"3,410",57,476,"1,694","1,264",78,515,222,0,55,65.0,6.0,6.0,0,12,231,460,26,0,6,117,188,0,0,0,0,0,18,0,0,7,124,74,48
1970-01-01 03:00:45,746,294,261,"4,540",456,"9,291",582,"4,709","2,148","3,593","2,061",370,358,267,379,"3,850","1,347","1,545","3,841",140,"5,996","2,025","4,228","3,453",296,"2,797",479,451,580,200,186,"1,343","1,322",84,468,2,13,296,450,"3,015",479,"2,564",296,450,"3,454",479,"2,724",59,468,"1,444","1,221",84,439,234,0,38,45.0,15.0,5.0,0,8,361,354,24,0,5,108,160,0,0,0,0,0,18,0,0,46,166,96,74
1970-01-01 03:00:45,806,318,286,"5,163",529,"10,457",687,"4,866","2,303","4,556","2,363",393,427,297,347,"4,772","1,862","1,523","4,127",138,"6,506","2,251","4,651","4,002",335,"3,293",550,449,595,238,229,"1,684","1,639",129,440,1,35,335,449,"3,664",549,"3,091",335,449,"4,001",549,"3,200",72,440,"1,819","1,639",129,337,202,0,24,99.0,29.0,3.0,0,12,527,293,54,0,0,135,0,0,0,0,0,0,7,0,0,41,213,78,57
1970-01-01 03:00:45,719,321,302,"4,782",502,"9,719",660,"4,699","2,150","4,079","2,435",360,417,286,232,"4,251","2,040","1,634","3,804",117,"6,169","2,257","4,350","3,652",340,"2,767",701,439,581,248,217,"1,401","1,363",110,454,1,30,340,439,"3,654",702,"2,724",340,439,"3,654",702,"2,724",48,454,"1,482","1,363",110,0,42,0,22,53.0,2.0,6.0,0,22,392,118,42,0,0,79,57,0,0,0,0,0,10,0,0,17,140,73,86
1970-01-01 03:00:45,709,315,227,"4,782",519,"9,958",632,"4,731","2,039","4,207","2,577",315,429,242,224,"4,784","2,081","1,472","3,850",130,"6,160","2,189","4,264","3,764",335,"2,565",654,521,562,229,173,"1,314","1,277",89,377,0,35,335,520,"3,701",654,"2,564",335,520,"3,701",654,"2,564",102,375,"1,375","1,277",89,61,0,0,26,25.0,0.0,3.0,0,8,533,132,1,0,0,180,145,0,0,0,0,0,5,0,8,57,147,87,52
1970-01-01 03:00:45,785,255,176,"4,527",449,"8,824",626,"4,411","1,936","4,038","2,534",496,429,284,329,"4,174","1,936","1,407","3,550",122,"5,433","1,771","4,091","3,142",298,"2,282",684,335,580,178,141,"1,460","1,160",89,371,0,53,298,334,"3,140",684,"2,280",298,334,"3,140",684,"2,280",48,371,"1,460","1,160",89,0,0,2,13,82.0,0.0,4.0,0,4,500,52,36,0,0,94,206,0,0,0,0,0,5,0,0,55,201,79,33
1970-01-01 03:00:45,850,253,194,"4,744",451,"8,688",664,"3,769","2,027","3,826","2,274",476,435,285,428,"3,843","1,761","1,453","3,748",121,"5,796","1,937","4,164","3,204",320,"2,129",653,440,751,208,172,"1,351","1,116",103,399,0,33,320,438,"3,205",653,"2,127",320,438,"3,205",653,"2,127",87,399,"1,351","1,116",103,0,0,0,22,128.0,3.0,5.0,0,0,488,8,37,5,0,196,212,0,0,0,0,0,25,0,0,67,98,45,22
1970-01-01 03:00:45,933,259,208,"4,736",558,"9,097",567,"3,874","2,122","4,139","2,331",442,350,213,375,"4,398","1,920","1,555","3,738",113,"5,818","1,980","4,398","3,548",331,"2,827",640,509,810,184,181,"1,221","1,320",135,451,7,186,331,509,"3,549",640,"2,828",331,509,"3,549",640,"2,828",171,450,"1,221","1,320",135,0,0,0,19,101.0,8.0,8.0,0,48,625,71,61,1,0,128,140,0,0,0,0,0,25,0,0,123,122,76,26
1970-01-01 03:00:45,871,265,182,"4,433",502,"8,704",622,"3,885","2,118","3,643","2,785",661,318,200,461,"4,362","1,877","2,461","3,657",149,"5,609","1,812","4,201","3,172",305,"2,643",455,442,726,208,169,"1,414","1,071",159,401,13,115,305,442,"3,171",456,"2,624",305,442,"3,171",456,"2,624",148,401,"1,414","1,071",159,0,20,0,13,135.0,7.0,10.0,0,49,634,173,34,0,0,90,99,0,0,0,0,0,25,0,0,20,146,56,14
1970-01-01 03:00:45,928,253,248,"4,305",439,"9,171",655,"4,141","2,034","4,535","2,719",430,260,213,375,"5,381","1,920","1,555","3,600",128,"5,682","1,962","4,219","3,157",281,"2,916",576,485,733,179,232,"1,388","1,209",142,383,3,155,281,485,"3,084",576,"2,876",281,485,"3,084",576,"2,876",101,383,"1,388","1,209",142,71,40,0,0,92.0,10.0,14.0,0,51,690,252,38,0,0,65,150,0,0,0,0,0,22,0,0,36,94,72,14
1970-01-01 03:00:45,616,242,197,"4,296",532,"8,848",598,"4,292","2,012","4,247","3,080",595,392,206,450,"4,697","1,820","1,895","3,700",142,"5,619","1,785","4,228","3,319",307,"3,021",596,460,496,164,182,"1,317","1,437",137,344,3,82,307,459,"3,240",596,"2,997",307,459,"3,240",596,"2,997",188,344,"1,317","1,437",137,76,25,0,4,87.0,2.0,14.0,0,49,493,106,22,0,0,84,207,0,0,0,0,0,14,0,0,32,122,77,15
1970-01-01 03:00:45,699,286,189,"4,280",438,"8,750",607,"4,386","1,985","3,968","2,463",890,420,214,400,"5,179","1,482","2,092","3,743",117,"5,681","1,830","4,321","3,222",308,"2,980",534,438,555,159,176,"1,292","1,526",151,397,3,83,308,438,"3,105",534,"2,957",308,438,"3,105",534,"2,292",156,397,"1,292","1,526",151,119,25,0,0,106.0,4.0,19.0,0,44,484,247,15,0,0,222,30,0,0,0,0,0,20,0,10,27,141,124,13
1970-01-01 03:00:45,694,203,207,"4,709",479,"9,411",495,"4,444","2,107","3,428","2,328",812,442,214,550,"4,762","1,635","1,759","4,027",122,"6,096","1,953","4,492","3,368",314,"3,095",569,431,573,160,0,"1,316","1,183",124,463,1,56,314,430,"3,249",569,"3,065",314,430,"3,249",569,"3,065",148,463,"1,316","1,183",124,117,30,0,8,90.0,8.0,11.0,0,0,407,22,26,0,0,164,220,0,0,0,0,0,25,0,5,35,121,43,18
