"ЖРС_Китай Iron ore fines Fe 62%, CFR","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","Лом_3А, FOB РФ Черное море, $/т","Чугун_CFR Италия, $/т","Чугун_Россия, FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ГБЖ_CFR Италия, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС",date
85,4565.0,4621.0,7700.0,7150,209,285,18848,275,355.0,22525,345,280.0,7120.0,3668.0,2019-03-04 00:00:00
87,5000.0,4621.0,7700.0,7100,211,293,19328,287,355.0,23025,345,280.0,7120.0,3668.0,2019-03-11 00:00:00
85,5000.0,4621.0,7700.0,7100,210,295,19902,287,357.5,23025,350,290.0,7120.0,3668.0,2019-03-18 00:00:00
86,5000.0,4621.0,7700.0,7100,209,295,19600,287,360.0,23025,345,310.0,7120.0,3668.0,2019-03-25 00:00:00
85,5000.0,5043.0,7700.0,7100,204,292,19208,287,360.0,23025,355,310.0,7718.0,3989.0,2019-04-01 00:00:00
91,5100.0,5043.0,7700.0,7350,198,287,18445,282,360.0,22200,350,307.5,7718.0,3989.0,2019-04-08 00:00:00
95,5100.0,5043.0,7700.0,7350,199,280,18201,275,360.0,22200,355,302.5,7718.0,3989.0,2019-04-15 00:00:00
93,5100.0,5043.0,7700.0,7350,202,287,16985,282,357.5,22200,350,300.0,7718.0,3989.0,2019-04-22 00:00:00
93,5100.0,5151.0,7700.0,7350,201,285,16652,280,355.0,22200,350,297.5,7727.0,3994.0,2019-04-29 00:00:00
94,4975.0,5151.0,7700.0,7175,203,275,16530,267,355.0,21950,337,292.5,7727.0,3994.0,2019-05-06 00:00:00
95,4975.0,5151.0,7700.0,7175,207,265,16116,260,356.0,21950,337,287.5,7727.0,3994.0,2019-05-13 00:00:00
96,4975.0,5151.0,7700.0,7175,208,269,16074,258,358.5,21950,335,290.0,7727.0,3994.0,2019-05-20 00:00:00
103,4975.0,5175.0,7700.0,7175,205,285,16044,275,359.5,21950,337,297.5,7829.0,3119.0,2019-05-27 00:00:00
103,4975.0,5175.0,7700.0,7175,202,280,15921,272,360.0,21950,335,292.5,7829.0,3119.0,2019-06-03 00:00:00
99,5225.0,5175.0,7700.0,7225,200,282,15636,273,355.0,21950,333,287.5,7829.0,3119.0,2019-06-10 00:00:00
107,5225.0,5175.0,7700.0,7225,197,270,15632,259,351.0,21950,327,277.5,7829.0,3119.0,2019-06-17 00:00:00
114,5225.0,5175.0,7700.0,7225,195,256,15636,250,347.5,21950,327,267.5,7829.0,3119.0,2019-06-24 00:00:00
116,5225.0,5345.0,7700.0,7225,193,260,16431,257,348.5,21950,332,270.0,7685.0,2874.0,2019-07-01 00:00:00
122,5275.0,5345.0,6200.0,6525,189,274,16626,268,353.5,21850,335,270.0,7685.0,2874.0,2019-07-08 00:00:00
120,5275.0,5345.0,6200.0,6525,185,270,17132,265,357.5,21850,345,265.0,7685.0,2874.0,2019-07-15 00:00:00
121,5275.0,5345.0,6200.0,6525,180,269,17509,265,359.0,21850,345,265.0,7685.0,2874.0,2019-07-22 00:00:00
117,5275.0,5432.0,6200.0,6525,174,269,17591,265,357.5,21850,345,265.0,7375.0,3009.0,2019-07-29 00:00:00
116,5675.0,5432.0,6200.0,6250,165,270,17521,265,359.0,21850,345,265.0,7375.0,3009.0,2019-08-05 00:00:00
96,5675.0,5432.0,6200.0,6250,159,268,17370,265,357.5,21850,342,265.0,7375.0,3009.0,2019-08-12 00:00:00
89,5675.0,5432.0,6200.0,6250,156,260,17177,260,357.5,21850,342,265.0,7375.0,3009.0,2019-08-19 00:00:00
87,5675.0,5957.0,6200.0,6250,153,250,16854,255,357.5,21850,340,262.5,8067.0,3427.0,2019-08-26 00:00:00
84,5675.0,5957.0,6200.0,6250,154,242,16883,245,355.0,21850,335,260.0,8067.0,3427.0,2019-09-02 00:00:00
90,5300.0,5957.0,6200.0,5825,154,225,16311,226,332.5,21850,325,247.5,8067.0,3427.0,2019-09-09 00:00:00
95,5300.0,5957.0,6200.0,5825,150,213,15958,212,332.5,21850,320,242.5,8067.0,3427.0,2019-09-16 00:00:00
95,5300.0,5957.0,6200.0,5825,143,205,15813,200,324.0,21850,315,240.0,8067.0,3427.0,2019-09-23 00:00:00
91,5300.0,5274.0,6200.0,5825,138,199,15198,192,312.5,21850,300,232.5,7063.0,3549.0,2019-09-30 00:00:00
94,4125.0,5274.0,5125.0,5300,146,199,14905,194,302.5,20750,300,232.5,7063.0,3549.0,2019-10-07 00:00:00
93,4125.0,5274.0,5125.0,5300,148,207,14432,204,300.0,20750,280,232.5,7063.0,3549.0,2019-10-14 00:00:00
88,4125.0,5274.0,5125.0,5300,152,216,14326,210,302.5,20750,280,242.5,7063.0,3549.0,2019-10-21 00:00:00
87,4125.0,4040.0,5125.0,5300,150,225,14252,220,306.0,20750,285,252.5,5173.0,2716.0,2019-10-28 00:00:00
85,4125.0,4040.0,5125.0,5300,144,230,14110,225,309.5,20750,290,255.0,5173.0,2716.0,2019-11-04 00:00:00
82,3925.0,4040.0,5125.0,5275,134,238,13839,231,316.5,20750,298,260.0,5173.0,2716.0,2019-11-11 00:00:00
82,3925.0,4040.0,5125.0,5275,135,240,13893,233,315.0,20750,302,260.0,5173.0,2716.0,2019-11-18 00:00:00
86,3925.0,4040.0,5125.0,5275,133,239,14167,235,322.5,20750,305,265.0,5173.0,2716.0,2019-11-25 00:00:00
88,3925.0,3998.0,5125.0,5275,135,245,14373,239,327.5,20750,306,270.0,5075.0,2561.0,2019-12-02 00:00:00
89,3600.0,3998.0,5125.0,5275,138,260,14614,255,335.0,20750,308,280.0,5075.0,2561.0,2019-12-09 00:00:00
94,3600.0,3998.0,5125.0,5275,136,272,15274,268,339.5,20750,315,285.0,5075.0,2561.0,2019-12-16 00:00:00
93,3600.0,3998.0,5125.0,5275,136,275,15385,271,342.5,20750,320,285.0,5075.0,2561.0,2019-12-23 00:00:00
91,3600.0,3477.0,5125.0,5275,136,277,15907,272,342.5,20750,320,285.0,4642.0,2462.0,2019-12-30 00:00:00
92,3950.0,3477.0,5125.0,5275,140,276,16047,272,342.5,19050,320,285.0,4642.0,2462.0,2020-01-06 00:00:00
94,3950.0,3477.0,4400.0,4875,147,275,16626,270,338.0,19050,320,282.5,4642.0,2462.0,2020-01-13 00:00:00
95,3950.0,3477.0,4400.0,4875,152,270,16876,265,338.0,19050,328,287.5,4642.0,2462.0,2020-01-20 00:00:00
94,3950.0,3766.0,4400.0,4875,152,257,16845,250,337.5,19050,322,282.5,4875.0,2584.0,2020-01-27 00:00:00
84,3950.0,3766.0,4400.0,4875,152,248,16833,240,322.5,19050,322,270.0,4875.0,2584.0,2020-02-03 00:00:00
82,3900.0,3766.0,4300.0,4550,150,240,16684,228,320.0,19050,310,258.0,4875.0,2584.0,2020-02-10 00:00:00
86,3900.0,3766.0,4300.0,4550,154,251,16908,240,320.0,19050,310,260.0,4875.0,2584.0,2020-02-17 00:00:00
90,3900.0,3766.0,4300.0,4550,158,258,15983,247,337.5,19050,330,265.0,4875.0,2584.0,2020-02-24 00:00:00
88,3900.0,3796.0,4300.0,4550,161,255,15608,245,341.0,19050,330,265.0,5022.0,2741.0,2020-03-02 00:00:00
90,3700.0,3796.0,4700.0,4300,162,249,14832,243,340.0,19300,341,265.0,5022.0,2741.0,2020-03-09 00:00:00
90,3700.0,3796.0,4700.0,4300,160,245,15153,240,338.5,19300,335,260.0,5022.0,2741.0,2020-03-16 00:00:00
90,3700.0,3796.0,4700.0,4300,163,222,15266,215,327.5,19300,305,237.5,5022.0,2741.0,2020-03-23 00:00:00
85,3700.0,3562.0,4700.0,4300,156,199,15124,188,307.5,19300,297,212.5,4779.0,2470.0,2020-03-30 00:00:00
83,4050.0,3562.0,4700.0,4300,144,190,14716,190,292.5,20100,280,212.5,4779.0,2470.0,2020-04-06 00:00:00
83,4050.0,3562.0,4700.0,4300,135,230,14683,225,292.5,20100,285,232.5,4779.0,2470.0,2020-04-13 00:00:00
85,4050.0,3562.0,4700.0,4300,135,242,14833,232,297.5,20100,290,235.0,4779.0,2470.0,2020-04-20 00:00:00
84,4050.0,4072.0,4700.0,4300,126,241,15546,232,302.5,20100,283,235.0,5281.0,2210.0,2020-04-27 00:00:00
83,4050.0,4072.0,4700.0,4300,114,230,15853,220,305.0,20100,286,237.5,5281.0,2210.0,2020-05-04 00:00:00
85,4075.0,4072.0,4500.0,4150,110,230,15923,220,301.0,20100,288,247.5,5281.0,2210.0,2020-05-11 00:00:00
91,4075.0,4072.0,4500.0,4150,116,235,15705,225,301.0,20100,290,251.5,5281.0,2210.0,2020-05-18 00:00:00
97,4075.0,4072.0,4500.0,4150,118,235,14946,220,307.5,20100,295,256.5,5281.0,2210.0,2020-05-25 00:00:00
97,4075.0,4206.0,4500.0,4150,111,238,14631,225,306.0,20100,296,262.5,5645.0,2399.0,2020-06-01 00:00:00
101,4025.0,4206.0,4500.0,4150,108,243,14467,230,305.0,20100,307,267.5,5645.0,2399.0,2020-06-08 00:00:00
105,4025.0,4206.0,4500.0,4150,109,250,14523,236,312.0,20100,305,267.5,5645.0,2399.0,2020-06-15 00:00:00
104,4025.0,4206.0,4500.0,4150,111,245,14771,235,312.5,20100,318,262.5,5645.0,2399.0,2020-06-22 00:00:00
104,4025.0,4012.0,4500.0,4150,115,237,15210,230,312.5,20100,315,260.0,5566.0,2304.0,2020-06-29 00:00:00
101,4580.0,4012.0,4000.0,3225,116,235,15502,230,319.0,20250,310,260.0,5566.0,2304.0,2020-07-06 00:00:00
105,4580.0,4012.0,4000.0,3225,116,233,15694,230,322.5,20250,317,262.5,5566.0,2304.0,2020-07-13 00:00:00
112,4580.0,4012.0,4000.0,3225,110,236,15809,235,325.0,20250,323,267.5,5566.0,2304.0,2020-07-20 00:00:00
110,4580.0,4645.0,4000.0,3225,111,245,16100,245,327.5,20250,323,272.5,6256.0,2577.0,2020-07-27 00:00:00
110,4580.0,4645.0,4000.0,3225,111,255,16548,252,332.5,20250,325,275.0,6256.0,2577.0,2020-08-03 00:00:00
119,4825.0,4645.0,4000.0,3225,107,264,16807,257,345.5,20250,335,285.0,6256.0,2577.0,2020-08-10 00:00:00
122,4825.0,4645.0,4000.0,3225,106,266,17205,259,347.5,20250,342,287.5,6256.0,2577.0,2020-08-17 00:00:00
127,4825.0,4645.0,4000.0,3225,106,261,17550,253,347.5,20250,342,285.0,6256.0,2577.0,2020-08-24 00:00:00
123,4825.0,4936.0,4000.0,3225,107,265,17534,260,347.5,20250,345,285.0,6418.0,2651.0,2020-08-31 00:00:00
127,6050.0,4936.0,4000.0,3225,108,275,17520,270,361.0,20550,354,292.5,6418.0,2651.0,2020-09-07 00:00:00
128,6950.0,4936.0,4000.0,3225,113,280,17869,276,367.5,20550,360,297.5,6418.0,2651.0,2020-09-14 00:00:00
126,5625.0,4936.0,4000.0,3225,125,273,18270,273,375.0,20550,369,295.0,6418.0,2651.0,2020-09-21 00:00:00
117,5625.0,6257.0,4000.0,3225,135,272,18706,273,371.0,20550,363,295.0,7441.0,2888.0,2020-09-28 00:00:00
121,6150.0,6257.0,4000.0,3225,138,265,18923,266,372.0,22350,348,287.5,7441.0,2888.0,2020-10-05 00:00:00
124,6150.0,6257.0,4000.0,3225,135,260,19099,260,372.0,22350,355,282.5,7441.0,2888.0,2020-10-12 00:00:00
121,6150.0,6257.0,4000.0,3225,123,260,19062,260,370.0,22350,355,272.5,7441.0,2888.0,2020-10-19 00:00:00
119,6150.0,6210.0,4000.0,3225,112,264,18857,262,370.0,22350,359,277.5,8225.0,3330.0,2020-10-26 00:00:00
116,6150.0,6210.0,4000.0,3225,111,265,18906,264,370.0,22350,359,277.5,8225.0,3330.0,2020-11-02 00:00:00
118,6650.0,6210.0,4050.0,3225,115,269,19351,266,372.5,23100,370,280.0,8225.0,3330.0,2020-11-09 00:00:00
123,6650.0,6210.0,4050.0,3225,116,281,19672,280,385.0,23100,379,282.5,8225.0,3330.0,2020-11-16 00:00:00
127,6650.0,6210.0,4050.0,3225,114,303,20073,300,408.5,23100,405,292.5,8225.0,3330.0,2020-11-23 00:00:00
129,6650.0,6382.0,4050.0,3225,118,322,20698,315,430.0,23100,435,312.5,8184.0,3442.0,2020-11-30 00:00:00
137,6635.0,6382.0,4050.0,3225,121,330,21376,320,474.0,24600,470,327.5,8184.0,3442.0,2020-12-07 00:00:00
153,6635.0,6382.0,4050.0,3225,122,372,22459,365,490.0,24600,490,357.5,8184.0,3442.0,2020-12-14 00:00:00
158,6635.0,6382.0,4050.0,3225,123,415,23828,405,500.0,24600,515,387.5,8184.0,3442.0,2020-12-21 00:00:00
168,6635.0,6236.0,4050.0,3225,126,442,26123,433,510.0,24600,540,407.5,8216.0,3432.0,2020-12-28 00:00:00
161,6635.0,6236.0,4050.0,3225,129,450,27402,440,522.5,24600,540,412.5,8216.0,3432.0,2021-01-04 00:00:00
168,8100.0,6236.0,4350.0,3425,131,455,28007,443,545.0,32375,555,412.5,8216.0,3432.0,2021-01-11 00:00:00
171,8100.0,6236.0,4350.0,3425,138,440,28134,428,545.0,32375,555,402.5,8216.0,3432.0,2021-01-18 00:00:00
170,8100.0,6236.0,4350.0,3425,151,410,28415,403,535.0,32375,525,382.5,8216.0,3432.0,2021-01-25 00:00:00
163,8100.0,7682.0,4350.0,3425,171,380,28503,380,520.0,32375,505,367.5,9443.0,4008.0,2021-02-01 00:00:00
154,9585.0,7682.0,5950.0,5150,172,366,28002,363,510.0,29875,495,367.5,9443.0,4008.0,2021-02-08 00:00:00
164,9585.0,7682.0,5950.0,5150,165,375,26993,370,522.5,29875,500,382.5,9443.0,4008.0,2021-02-15 00:00:00
170,9585.0,7682.0,5950.0,5150,159,387,25779,380,530.0,29875,520,397.5,9443.0,4008.0,2021-02-22 00:00:00
174,9585.0,9905.0,5950.0,5150,154,415,25524,410,544.0,29875,525,422.5,11218.0,6679.0,2021-03-01 00:00:00
176,9425.0,9905.0,6600.0,5700,148,425,26096,422,570.0,30875,546,437.5,11218.0,6679.0,2021-03-08 00:00:00
168,9425.0,9905.0,6600.0,5700,142,405,26877,407,557.5,30875,546,432.5,11218.0,6679.0,2021-03-15 00:00:00
164,9425.0,9905.0,6600.0,5700,138,390,27680,390,559.0,30875,545,427.5,11218.0,6679.0,2021-03-22 00:00:00
160,9425.0,9677.0,6600.0,5700,136,382,28656,380,555.0,30875,545,425.0,11388.0,4524.0,2021-03-29 00:00:00
167,10375.0,9677.0,7150.0,6250,138,393,28998,390,556.0,37600,545,425.0,11388.0,4524.0,2021-04-05 00:00:00
171,10375.0,9677.0,7150.0,6250,138,398,28730,392,558.5,37600,550,427.5,11388.0,4524.0,2021-04-12 00:00:00
175,10375.0,9677.0,7150.0,6250,138,395,28318,388,570.0,37600,550,427.5,11388.0,4524.0,2021-04-19 00:00:00
185,10375.0,10537.0,7150.0,6250,138,395,27879,388,574.0,37600,565,431.5,12736.0,4439.0,2021-04-26 00:00:00
191,10375.0,10537.0,7150.0,6250,138,405,27484,400,581.0,37600,580,440.0,12736.0,4439.0,2021-05-03 00:00:00
197,10050.0,10537.0,7150.0,6250,140,437,27155,432,607.5,37600,600,462.5,12736.0,4439.0,2021-05-10 00:00:00
225,10050.0,10537.0,7150.0,6250,149,471,27257,467,672.5,37600,660,497.5,12736.0,4439.0,2021-05-17 00:00:00
213,10050.0,10537.0,7150.0,6250,165,473,27865,470,675.0,37600,640,500.0,12736.0,4439.0,2021-05-24 00:00:00
189,10050.0,10279.0,7150.0,6250,180,475,28807,475,672.5,37600,640,506.0,13956.0,4420.0,2021-05-31 00:00:00
207,12000.0,10279.0,7150.0,6250,190,468,29278,468,662.5,38350,635,501.5,13956.0,4420.0,2021-06-07 00:00:00
213,12000.0,10279.0,7150.0,6250,196,469,29330,469,656.0,38350,635,520.0,13956.0,4420.0,2021-06-14 00:00:00
219,12000.0,10279.0,7150.0,6250,201,463,29190,465,661.5,38350,640,520.0,13956.0,4420.0,2021-06-21 00:00:00
214,12000.0,12288.0,7150.0,6250,211,457,28969,462,655.0,38350,605,517.5,16293.0,5231.0,2021-06-28 00:00:00
218,12090.0,12288.0,10500.0,9500,220,456,27889,460,660.0,42500,600,517.5,16293.0,5231.0,2021-07-05 00:00:00
220,12090.0,12288.0,10500.0,9500,227,453,27063,458,662.5,42500,585,512.5,16293.0,5231.0,2021-07-12 00:00:00
220,12090.0,12288.0,10500.0,9500,233,441,25804,448,658.5,42500,605,495.0,16293.0,5231.0,2021-07-19 00:00:00
209,12090.0,12403.0,10500.0,9500,236,437,26161,440,655.0,42500,608,487.5,16162.0,5313.0,2021-07-26 00:00:00
196,12090.0,12403.0,10500.0,9500,240,430,26351,427,647.5,42500,590,482.5,16162.0,5313.0,2021-08-02 00:00:00
178,12715.0,12403.0,10500.0,9500,245,424,26706,417,605.0,42500,565,472.5,16162.0,5313.0,2021-08-09 00:00:00
163,12715.0,12403.0,10500.0,9500,252,415,27356,410,577.5,42500,540,462.5,16162.0,5313.0,2021-08-16 00:00:00
149,12715.0,12403.0,10500.0,9500,261,410,27394,400,567.5,42500,500,452.5,16162.0,5313.0,2021-08-23 00:00:00
149,12715.0,12649.0,10500.0,9500,280,406,27420,396,552.5,42500,500,447.5,17343.0,5581.0,2021-08-30 00:00:00
148,10365.0,12649.0,10500.0,9500,306,405,27418,394,498.5,40000,505,445.5,17343.0,5581.0,2021-09-06 00:00:00
132,10365.0,12649.0,10500.0,9500,349,401,27219,390,500.0,40000,470,442.5,17343.0,5581.0,2021-09-13 00:00:00
113,10365.0,12649.0,10500.0,9500,407,392,26724,386,501.5,40000,475,441.0,17343.0,5581.0,2021-09-20 00:00:00
103,10365.0,10349.0,10500.0,9500,447,388,26251,386,497.5,40000,498,441.0,15503.0,4482.0,2021-09-27 00:00:00
116,10365.0,10349.0,10500.0,9500,448,385,25750,386,550.0,40000,478,437.5,15503.0,4482.0,2021-10-04 00:00:00
119,7650.0,10349.0,19000.0,16350,449,397,25604,402,557.5,38500,500,452.5,15503.0,4482.0,2021-10-11 00:00:00
128,7650.0,10349.0,19000.0,16350,455,427,25157,432,562.5,38500,515,473.5,15503.0,4482.0,2021-10-18 00:00:00
122,7650.0,10349.0,19000.0,16350,455,448,25936,451,577.5,38500,540,493.5,15503.0,4482.0,2021-10-25 00:00:00
116,7650.0,7857.0,19000.0,16350,456,446,27341,450,577.5,38500,545,493.5,12987.0,3460.0,2021-11-01 00:00:00
98,6125.0,7857.0,19000.0,16350,459,441,28389,446,580.0,39250,530,492.5,12987.0,3460.0,2021-11-08 00:00:00
92,6125.0,7857.0,19000.0,16350,438,445,28841,446,580.0,39250,545,497.5,12987.0,3460.0,2021-11-15 00:00:00
90,6125.0,7857.0,19000.0,16350,392,443,29662,444,579.0,39250,540,497.5,12987.0,3460.0,2021-11-22 00:00:00
99,6125.0,6282.0,19000.0,16350,346,438,30376,438,572.5,39250,520,492.5,10753.0,3088.0,2021-11-29 00:00:00
100,5525.0,6282.0,17000.0,15500,326,430,30713,428,572.5,39250,525,482.5,10753.0,3088.0,2021-12-06 00:00:00
105,5525.0,6282.0,17000.0,15500,337,417,30050,415,557.5,39250,515,467.5,10753.0,3088.0,2021-12-13 00:00:00
112,5525.0,6282.0,17000.0,15500,338,414,29447,410,552.5,39250,510,467.5,10753.0,3088.0,2021-12-20 00:00:00
124,5525.0,5901.0,17000.0,15500,341,416,28941,413,547.5,39250,510,462.5,9244.0,2687.0,2021-12-27 00:00:00
118,5525.0,5901.0,17000.0,15500,346,418,28566,415,547.5,39250,510,462.5,9244.0,2687.0,2022-01-03 00:00:00
125,6575.0,5901.0,17000.0,15500,353,419,28615,416,540.0,39000,500,462.5,9244.0,2687.0,2022-01-10 00:00:00
128,6575.0,5901.0,17000.0,15500,388,430,28751,425,547.5,39000,515,467.5,9244.0,2687.0,2022-01-17 00:00:00
131,6575.0,5901.0,17000.0,15500,415,430,28321,425,547.5,39000,520,467.5,9244.0,2687.0,2022-01-24 00:00:00
139,6575.0,6527.0,17000.0,15500,428,429,28816,425,547.5,39000,530,470.0,9728.0,2852.0,2022-01-31 00:00:00
145,8135.0,6527.0,18750.0,16750,428,450,30282,445,580.0,40500,555,492.5,9728.0,2852.0,2022-02-07 00:00:00
150,8135.0,6527.0,18750.0,16750,422,464,31346,458,592.5,40500,570,502.5,9728.0,2852.0,2022-02-14 00:00:00
138,8135.0,6527.0,18750.0,16750,418,466,32085,460,620.0,40500,585,507.5,9728.0,2852.0,2022-02-21 00:00:00
137,8135.0,7823.0,18750.0,16750,427,469,33041,460,625.0,40500,585,512.5,11355.0,3405.0,2022-02-28 00:00:00
147,9660.0,7823.0,18750.0,16750,456,524,34263,497,707.5,39500,680,590.0,11355.0,3405.0,2022-03-07 00:00:00
159,9660.0,7823.0,18750.0,16750,577,604,32912,578,790.0,39500,761,646.5,11355.0,3405.0,2022-03-14 00:00:00
145,9660.0,7823.0,18750.0,16750,597,614,29736,588,785.0,39500,761,657.5,11355.0,3405.0,2022-03-21 00:00:00
147,9660.0,9164.0,18750.0,16750,536,610,27559,587,855.0,39500,780,657.5,13189.0,4181.0,2022-03-28 00:00:00
156,9660.0,9164.0,18750.0,16750,489,605,26627,584,845.0,39500,768,655.0,13189.0,4181.0,2022-04-04 00:00:00
158,6950.0,9164.0,18000.0,14500,419,603,25989,583,810.0,46000,681,652.5,13189.0,4181.0,2022-04-11 00:00:00
152,6950.0,9164.0,18000.0,14500,485,595,26719,575,765.0,46000,680,642.5,13189.0,4181.0,2022-04-18 00:00:00
151,6950.0,9164.0,18000.0,14500,502,566,28891,547,720.0,46000,650,617.5,13189.0,4181.0,2022-04-25 00:00:00
140,6950.0,7233.0,18000.0,14500,500,512,30427,492,680.0,46000,610,557.5,10929.0,3605.0,2022-05-02 00:00:00
143,7000.0,7233.0,18000.0,14000,494,487,31017,467,675.0,42000,560,535.0,10929.0,3605.0,2022-05-09 00:00:00
130,7000.0,7233.0,18000.0,14000,493,445,30791,425,690.0,42000,450,492.5,10929.0,3605.0,2022-05-16 00:00:00
131,7000.0,7233.0,18000.0,14000,495,417,28480,415,570.0,42000,468,465.0,10929.0,3605.0,2022-05-23 00:00:00
133,7000.0,7110.0,18000.0,14000,464,412,21615,411,567.5,42000,447,462.5,10809.0,3864.0,2022-05-30 00:00:00
139,4775.0,7110.0,9500.0,8000,418,396,20122,390,550.0,33000,430,437.5,10809.0,3864.0,2022-06-06 00:00:00
145,4775.0,7110.0,9500.0,8000,393,381,18736,374,540.0,33000,463,422.5,10809.0,3864.0,2022-06-13 00:00:00
131,4775.0,7110.0,9500.0,8000,392,339,18221,333,515.0,33000,400,377.5,10809.0,3864.0,2022-06-20 00:00:00
114,4775.0,4950.0,9500.0,8000,371,297,17846,292,490.0,33000,365,337.5,6778.0,2760.0,2022-06-27 00:00:00
121,4775.0,4950.0,9500.0,8000,331,303,17223,298,487.5,33000,360,342.5,6778.0,2760.0,2022-07-04 00:00:00
113,3325.0,4950.0,7500.0,6500,302,356,17148,353,492.5,29900,390,402.5,6778.0,2760.0,2022-07-11 00:00:00
103,3325.0,4950.0,7500.0,6500,272,370,18308,364,492.5,29900,410,412.5,6778.0,2760.0,2022-07-18 00:00:00
98,3325.0,4950.0,7500.0,6500,257,348,20147,342,525.0,29900,410,385.0,6778.0,2760.0,2022-07-25 00:00:00
112,3325.0,3405.0,7500.0,6500,227,317,21835,310,445.0,29900,400,355.0,4602.0,1984.0,2022-08-01 00:00:00
109,3350.0,3405.0,6500.0,5750,220,321,23534,315,435.0,23250,390,355.0,4602.0,1984.0,2022-08-08 00:00:00
109,3350.0,3405.0,6500.0,5750,238,357,23841,350,455.0,23250,390,390.0,4602.0,1984.0,2022-08-15 00:00:00
102,3350.0,3405.0,6500.0,5750,264,361,24239,353,455.0,23250,380,392.5,4602.0,1984.0,2022-08-22 00:00:00
103,3350.0,3470.0,6500.0,5750,270,363,24231,356,455.0,23250,368,397.5,4507.0,1950.0,2022-08-29 00:00:00
98,3800.0,3470.0,6250.0,5750,270,359,23357,351,435.0,23350,370,397.5,4507.0,1950.0,2022-09-05 00:00:00
99,3800.0,3470.0,6250.0,5750,272,339,22647,328,425.0,23350,360,375.0,4507.0,1950.0,2022-09-12 00:00:00
101,3800.0,3470.0,6250.0,5750,267,316,22518,305,430.0,23350,355,351.5,4507.0,1950.0,2022-09-19 00:00:00
98,3800.0,3889.0,6250.0,5750,264,316,22726,292,440.0,23350,355,352.5,5035.0,2216.0,2022-09-26 00:00:00
96,3800.0,3889.0,6250.0,5750,273,333,22719,309,445.0,23350,365,372.5,5035.0,2216.0,2022-10-03 00:00:00
96,3990.0,3889.0,6500.0,6250,278,334,22662,311,455.0,22000,395,372.5,5035.0,2216.0,2022-10-10 00:00:00
97,3990.0,3889.0,6500.0,6250,285,332,22585,312,455.0,22000,395,372.5,5035.0,2216.0,2022-10-17 00:00:00
93,3990.0,3889.0,6500.0,6250,293,325,22558,306,470.0,22000,395,367.5,5035.0,2216.0,2022-10-24 00:00:00
85,3990.0,4202.0,6500.0,6250,300,318,22220,300,465.0,22000,379,362.5,5002.0,2554.0,2022-10-31 00:00:00
83,3975.0,4202.0,6650.0,6250,306,313,21481,265,457.5,22500,370,357.5,5002.0,2554.0,2022-11-07 00:00:00
89,3975.0,4202.0,6650.0,6250,305,307,20399,257,435.0,22500,345,352.5,5002.0,2554.0,2022-11-14 00:00:00
97,3975.0,4202.0,6650.0,6250,280,301,19835,259,442.5,22500,335,344.5,5002.0,2554.0,2022-11-21 00:00:00
96,3975.0,4221.0,6650.0,6250,259,312,19843,271,445.0,22500,361,353.0,5022.0,2550.0,2022-11-28 00:00:00
102,3975.0,4221.0,7000.0,6350,259,336,19746,297,450.0,21000,350,373.5,5022.0,2550.0,2022-12-05 00:00:00
110,3975.0,4221.0,7000.0,6350,264,352,19435,311,445.0,21000,355,379.0,5022.0,2550.0,2022-12-12 00:00:00
111,3975.0,4221.0,7000.0,6350,266,356,19341,312,447.5,21000,355,385.0,5022.0,2550.0,2022-12-19 00:00:00
112,3975.0,4160.0,7000.0,6350,279,355,19386,311,447.5,21000,359,385.0,5042.0,2584.0,2022-12-26 00:00:00
116,3975.0,4160.0,7000.0,6350,292,368,19412,320,452.5,21000,370,392.5,5042.0,2584.0,2023-01-02 00:00:00
118,4150.0,4160.0,7500.0,6750,303,383,19581,338,457.5,22500,377,411.5,5042.0,2584.0,2023-01-09 00:00:00
123,4150.0,4160.0,7500.0,6750,306,388,20288,347,457.5,22500,405,416.0,5042.0,2584.0,2023-01-16 00:00:00
123,4150.0,4160.0,7500.0,6750,315,377,21626,336,455.0,22500,400,407.5,5042.0,2584.0,2023-01-23 00:00:00
127,4200.0,4382.0,7500.0,6750,322,384,23110,343,465.0,22500,400,412.5,5043.0,2577.0,2023-01-30 00:00:00
127,4787.5,4382.0,7500.0,7750,335,395,23784,359,512.5,24000,410,421.5,5043.0,2577.0,2023-02-06 00:00:00
124,4787.5,4382.0,7500.0,7750,352,399,24100,363,505.0,24000,415,421.5,5043.0,2577.0,2023-02-13 00:00:00
124,4787.5,4382.0,7500.0,7750,367,390,24184,354,500.0,24000,423,418.0,5043.0,2577.0,2023-02-20 00:00:00
